benchmark,config,avg_sim
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.BlockCacheMoveStepRefines.smt2,,85.22
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.CrashStepRefines.smt2,,87.66
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.NextStepRefines.smt2,,83.73
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesInit.smt2,,83.13
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesNext.smt2,,83.58
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.Variables.WriteAllocConditions.smt2,,80.49
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.Variables.totalCacheSize.smt2,,80.18
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.AllLocationsForDifferentRefsDontOverlap.smt2,,80.07
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.AllOutstandingBlockWritesDontOverlap.smt2,,80.06
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Alloc.smt2,,80.48
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.BlockPointsToValidReferences.smt2,,80.06
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.CacheConsistentWithSuccessors.smt2,,81.13
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.CleanUp.smt2,,80.46
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Dirty.smt2,,80.19
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.EphemeralTableEntriesInCacheOrNotBeingWritten.smt2,,80.38
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Evict.smt2,,80.14
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Freeze.smt2,,80.5
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.GetPenultimateState.smt2,,80.35
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.GraphClosed.smt2,,81.65
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Inv.smt2,,80.35
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.InvReady.smt2,,80.46
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.IsAllocated.smt2,,80.52
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.IsStatePath.smt2,,80.15
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.LocationsForDifferentRefsDontOverlap.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Next.smt2,,81.14
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NextStep.smt2,,81.96
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NoOp.smt2,,83.78
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NoPredecessors.smt2,,81.65
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OpStep.smt2,,80.9
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingBlockReadsDoesNotHaveRef.smt2,,81.66
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingBlockWritesDontOverlap.smt2,,81.65
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingReadRefsUnique.smt2,,81.69
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingWriteValidNodeLocation.smt2,,80.07
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OverlappingWritesEqForIndirectionTable.smt2,,80.93
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInIndirectionTableReq.smt2,,80.5
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInIndirectionTableResp.smt2,,81.08
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInNodeReq.smt2,,80.92
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInNodeResp.smt2,,82.25
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ReadStep.smt2,,81.25
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ReceiveLoc.smt2,,81.13
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Transaction.smt2,,81.15
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Unalloc.smt2,,80.6
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ValidAllocation.smt2,,80.35
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WFCompleteIndirectionTable.smt2,,80.91
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WFIndirectionTable.smt2,,80.91
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackIndirectionTableReq.smt2,,80.42
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackIndirectionTableResp.smt2,,80.5
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackNodeReq.smt2,,80.7
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackNodeResp.smt2,,80.51
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.AllocStepPreservesInv.smt2,,81.69
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.CleanUpStepPreservesInv.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.DirtyStepPreservesInv.smt2,,81.69
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.EvictStepPreservesInv.smt2,,83.67
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.FreezeStepPreservesInv.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.GetPenultimateState.smt2,,80.76
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.InitImpliesInv.smt2,,80.36
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.JoinTransactions.smt2,,81.7
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.MakeTransaction1.smt2,,80.35
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.MakeTransaction2.smt2,,81.14
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.MakeTransaction3.smt2,,80.5
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.NextPreservesInv.smt2,,81.61
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.NextStepPreservesInv.smt2,,82.11
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.OpPreservesInv.smt2,,81.64
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.OpTransactionStepPreservesInv.smt2,,80.76
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.PageInIndirectionTableReqStepPreservesInv.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.PageInIndirectionTableRespStepPreservesInv.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.PageInNodeReqStepPreservesInv.smt2,,83.71
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.PageInNodeRespStepPreservesInv.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.ReceiveLocStepPreservesInv.smt2,,81.71
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.SplitTransaction.smt2,,81.71
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.Transaction0Steps.smt2,,80.36
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.Transaction1Steps.smt2,,81.15
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.Transaction2Steps.smt2,,81.11
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.Transaction3Steps.smt2,,80.17
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.TransactionStepPreservesInv.smt2,,80.09
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.UnallocStepPreservesInv.smt2,,83.71
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.WriteBackIndirectionTableReqStepPreservesInv.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.WriteBackIndirectionTableRespStepPreservesInv.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.WriteBackNodeReqStepPreservesInv.smt2,,83.67
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.WriteBackNodeRespStepPreservesInv.smt2,,81.68
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.AckReadIndirectionTable.smt2,,81.87
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.AckReadNode.smt2,,81.87
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.AckWriteIndirectionTable.smt2,,81.9
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.AckWriteNode.smt2,,81.9
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.Crash.smt2,,82.22
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.DiskMapUpdate.smt2,,81.31
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.Next.smt2,,81.29
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.RecvReadIndirectionTable.smt2,,82.52
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.RecvReadNode.smt2,,82.52
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.RecvWriteIndirectionTable.smt2,,81.57
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.RecvWriteNode.smt2,,81.57
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.UntouchedLoc.smt2,,81.51
d_lvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.havocMap.smt2,,81.5
d_lvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.CheckWellformed__BlockJournalCache.__default.Init.smt2,,81.28
d_lvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.CheckWellformed__BlockJournalCache.__default.Inv.smt2,,81.27
d_lvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.CheckWellformed__BlockJournalCache.__default.Next.smt2,,81.76
d_lvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.CheckWellformed__BlockJournalCache.__default.NextStep.smt2,,81.12
d_lvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.Impl__BlockJournalCache.__default.InitImpliesInv.smt2,,81.36
d_lvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.Impl__BlockJournalCache.__default.NextPreservesInv.smt2,,82.44
d_lvbkv/BlockCacheSystem-BlockJournalDisk.i.dfy.CheckWellformed__BlockJournalDisk.__default.Next.smt2,,85.63
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.AllocStepUpdatesGraph.smt2,,83.87
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CleanCacheEntriesAreCorrect.smt2,,83.82
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightBlockRead.smt2,,83.82
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightBlockReads.smt2,,81.8
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightIndirectionTableReads.smt2,,81.62
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightIndirectionTableWrites.smt2,,81.62
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightNodeWrite.smt2,,82.52
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightNodeWrites.smt2,,81.9
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.Crash.smt2,,82.09
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DirtyStepUpdatesGraph.smt2,,83.88
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskCacheGraph.smt2,,83.81
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskCacheLookup.smt2,,81.79
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskChangesPreservesPersistentAndFrozen.smt2,,81.94
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskGraph.smt2,,83.81
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskGraphMap.smt2,,81.96
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskGraphOfLoc.smt2,,81.94
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.EphemeralGraph.smt2,,81.92
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.EphemeralGraphOpt.smt2,,81.39
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.EphemeralGraphRead.smt2,,81.65
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.FrozenGraph.smt2,,81.95
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.FrozenGraphOpt.smt2,,82.0
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.FrozenLoc.smt2,,81.56
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.Graph.smt2,,81.63
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.HasDiskCacheLookup.smt2,,81.9
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.Init.smt2,,82.18
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.InitGraphsValue.smt2,,83.19
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.Inv.smt2,,81.62
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.LoadingGraph.smt2,,82.11
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.Machine.smt2,,81.38
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NewRequestReadIndirectionTableDoesntOverlap.smt2,,81.42
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NewRequestReadIndirectionTableIsValid.smt2,,83.83
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NewRequestReadNodeDoesntOverlap.smt2,,81.42
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NewRequestReadNodeIsValid.smt2,,83.83
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NewRequestWriteIndirectionTableDoesntOverlap.smt2,,81.42
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NewRequestWriteIndirectionTableDoesntOverlapRead.smt2,,81.42
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NewRequestWriteNodeDoesntOverlap.smt2,,81.42
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NewRequestWriteNodeDoesntOverlapRead.smt2,,81.42
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.Next.smt2,,81.9
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NextStep.smt2,,81.52
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.NoDanglingPointers.smt2,,83.83
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.PersistentLoc.smt2,,81.57
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.ReadWritesAreDistinct.smt2,,82.02
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.ReadWritesDontOverlap.smt2,,81.39
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.ReceiveLocStepPreservesGraphs.smt2,,81.4
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.ReceiveLocStepPreservesInv.smt2,,83.82
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RecordedReadRequestIndirectionTable.smt2,,83.14
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RecordedReadRequestNode.smt2,,83.14
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RecordedReadRequestsIndirectionTable.smt2,,82.02
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RecordedReadRequestsNode.smt2,,82.02
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RecordedWriteRequestIndirectionTable.smt2,,83.14
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RecordedWriteRequestNode.smt2,,83.14
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RecordedWriteRequestsIndirectionTable.smt2,,82.01
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RecordedWriteRequestsNode.smt2,,82.01
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.RefMapOfDisk.smt2,,82.0
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.SuccessorsAgree.smt2,,82.12
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.UnallocStepUpdatesGraph.smt2,,83.04
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.UseFrozenGraph.smt2,,81.57
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFDiskCacheGraph.smt2,,82.53
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFDiskGraph.smt2,,81.79
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFDiskGraphOfLoc.smt2,,82.09
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFEphemeralGraph.smt2,,81.91
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFFrozenGraph.smt2,,81.92
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFIndirectionTableRefWrtDisk.smt2,,81.62
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFIndirectionTableWrtDisk.smt2,,81.62
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFLoadingGraph.smt2,,82.0
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WFSuccs.smt2,,81.36
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WriteBackIndirectionTableRespStepPreservesGraphs.smt2,,81.38
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WriteBackNodeReqStepPreservesDiskCacheGraph.smt2,,81.48
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WriteBackNodeReqStepPreservesDiskGraph.smt2,,81.79
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WriteRequestsAreDistinct.smt2,,81.63
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.WriteRequestsDontOverlap.smt2,,81.39
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.disjointWritesFromIndirectionTable.smt2,,82.02
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.AllocStepPreservesInv.smt2,,81.61
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.AllocStepUpdatesGraph.smt2,,82.53
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.CleanUpStepPreservesGraphs.smt2,,81.61
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.CleanUpStepPreservesInv.smt2,,83.82
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.CrashPreservesGraphs.smt2,,81.54
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.CrashStepPreservesInv.smt2,,83.15
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.DirtyStepPreservesInv.smt2,,81.61
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.DirtyStepUpdatesGraph.smt2,,82.53
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.EphemeralGraphRead.smt2,,81.59
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.EvictStepPreservesGraphs.smt2,,81.81
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.EvictStepPreservesInv.smt2,,81.78
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.FreezeStepPreservesGraphs.smt2,,81.9
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.FreezeStepPreservesInv.smt2,,81.99
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.InitGraphs.smt2,,81.55
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.InitGraphsValue.smt2,,81.55
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.InitImpliesInv.smt2,,83.16
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.MachineStepPreservesInv.smt2,,82.44
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NewRequestReadIndirectionTableDoesntOverlap.smt2,,81.8
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NewRequestReadIndirectionTableIsValid.smt2,,82.01
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NewRequestReadNodeDoesntOverlap.smt2,,82.14
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NewRequestReadNodeIsValid.smt2,,82.01
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NewRequestWriteIndirectionTableDoesntOverlap.smt2,,81.8
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NewRequestWriteIndirectionTableDoesntOverlapRead.smt2,,81.8
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NewRequestWriteNodeDoesntOverlap.smt2,,82.12
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NewRequestWriteNodeDoesntOverlapRead.smt2,,82.12
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NextPreservesInv.smt2,,81.96
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NextStepPreservesInv.smt2,,82.06
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NoOpStepPreservesGraphs.smt2,,81.41
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.NoOpStepPreservesInv.smt2,,81.99
d_lvbkv/BlockCacheSystem-BlockSystem.i.dfy.Impl__BlockSystem.__default.OpPreservesInv.smt2,,81.98
