benchmark,config,avg_sim
d_fvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.Transaction2Steps.smt2,,89.23
d_fvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.Transaction3Steps.smt2,,88.67
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.GetPenultimateState.smt2,,87.62
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.JoinTransactions.smt2,,88.56
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.MakeTransaction1.smt2,,88.65
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.MakeTransaction2.smt2,,87.19
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.MakeTransaction3.smt2,,88.74
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.SplitTransaction.smt2,,88.0
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.Transaction0Steps.smt2,,88.88
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.Transaction1Steps.smt2,,87.57
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.Transaction2Steps.smt2,,87.43
d_fvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.Transaction3Steps.smt2,,88.23
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.BetreeMove.smt2,,85.79
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.BlockCacheMove.smt2,,87.01
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.Init.smt2,,85.8
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.Inv.smt2,,88.26
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.Next.smt2,,86.07
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.NextStep.smt2,,85.56
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.BetreeMoveStepPreservesInv.smt2,,86.1
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.BlockCacheMoveStepPreservesInv.smt2,,86.14
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.InitImpliesInv.smt2,,85.42
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.NextPreservesInv.smt2,,87.31
d_fvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.NextStepPreservesInv.smt2,,86.78
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.I.smt2,,84.1
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.Ik.smt2,,84.07
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.Init.smt2,,84.1
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.InitWithLoc.smt2,,83.82
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.Inv.smt2,,84.92
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.Next.smt2,,85.62
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.OkaySendPersistentLocStep.smt2,,85.65
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.Impl__BetreeJournalSystem.__default.InitImpliesInv.smt2,,83.3
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.Impl__BetreeJournalSystem.__default.NextPreservesInv.smt2,,85.71
d_fvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.Impl__BetreeJournalSystem.__default.OkaySendPersistentLocStep.smt2,,85.25
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__CompositeView.__default.I.smt2,,85.01
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__CompositeView.__default.Ik.smt2,,83.74
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__CompositeView.__default.RefinesInit.smt2,,83.74
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__CompositeView.__default.RefinesNext.smt2,,84.47
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.Impl__BetreeJournalSystem__Refines__CompositeView.__default.RefinesInit.smt2,,84.65
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.Impl__BetreeJournalSystem__Refines__CompositeView.__default.RefinesNext.smt2,,85.32
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.I.smt2,,84.33
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.Ik.smt2,,83.78
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.RefinesInit.smt2,,83.97
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.RefinesNext.smt2,,85.19
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.Impl__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.RefinesInit.smt2,,83.83
d_fvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.Impl__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.RefinesNext.smt2,,84.13
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.BetreeDisk.smt2,,86.51
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.BlockCacheMoveStepPreservesInv.smt2,,85.93
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Crash.smt2,,85.36
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.EphemeralBetree.smt2,,86.77
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.FrozenBetree.smt2,,86.77
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Init.smt2,,86.17
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.InitImpliesInv.smt2,,87.05
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Inv.smt2,,85.83
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Machine.smt2,,85.61
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Next.smt2,,85.75
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.NextStep.smt2,,87.57
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.BetreeMoveStepPreservesInv.smt2,,86.4
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.BlockCacheMoveStepPreservesInv.smt2,,86.22
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.CrashStepPreservesInv.smt2,,87.7
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.InitImpliesInv.smt2,,85.91
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.NextPreservesInv.smt2,,85.84
d_fvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.NextStepPreservesInv.smt2,,86.26
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewMap.__default.I.smt2,,85.81
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewMap.__default.Ik.smt2,,85.35
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewMap.__default.RefinesInit.smt2,,85.24
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewMap.__default.RefinesNext.smt2,,85.99
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.Impl__BetreeSystem__Refines__StatesViewMap.__default.RefinesInit.smt2,,85.13
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.Impl__BetreeSystem__Refines__StatesViewMap.__default.RefinesNext.smt2,,85.75
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.BetreeMoveStepRefines.smt2,,85.66
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.BlockCacheMoveStepRefines.smt2,,86.14
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.CrashStepRefines.smt2,,85.44
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.I.smt2,,85.71
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.NextStepRefines.smt2,,85.69
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesInit.smt2,,86.17
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesNext.smt2,,85.44
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.BetreeMoveStepRefines.smt2,,85.33
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.BlockCacheMoveStepRefines.smt2,,85.91
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.CrashStepRefines.smt2,,85.12
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.NextStepRefines.smt2,,85.82
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesInit.smt2,,87.12
d_fvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesNext.smt2,,85.71
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.AllLocationsForDifferentRefsDontOverlap.smt2,,85.06
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.AllOutstandingBlockWritesDontOverlap.smt2,,85.04
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Alloc.smt2,,85.09
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.BlockPointsToValidReferences.smt2,,84.89
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.CacheConsistentWithSuccessors.smt2,,84.96
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.CleanUp.smt2,,84.66
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Dirty.smt2,,84.53
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.EphemeralTableEntriesInCacheOrNotBeingWritten.smt2,,85.52
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Evict.smt2,,84.75
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Freeze.smt2,,85.47
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.GetPenultimateState.smt2,,85.41
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.GraphClosed.smt2,,85.16
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Inv.smt2,,85.41
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.InvReady.smt2,,84.79
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.IsAllocated.smt2,,84.81
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.IsStatePath.smt2,,84.27
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.LocationsForDifferentRefsDontOverlap.smt2,,84.89
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Next.smt2,,84.9
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NextStep.smt2,,85.85
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NoOp.smt2,,84.75
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NoPredecessors.smt2,,85.42
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OpStep.smt2,,84.54
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingBlockReadsDoesNotHaveRef.smt2,,85.4
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingBlockWritesDontOverlap.smt2,,84.88
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingReadRefsUnique.smt2,,85.79
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingWriteValidNodeLocation.smt2,,84.95
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OverlappingWritesEqForIndirectionTable.smt2,,84.71
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInIndirectionTableReq.smt2,,85.03
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInIndirectionTableResp.smt2,,85.0
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInNodeReq.smt2,,86.3
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInNodeResp.smt2,,84.59
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ReadStep.smt2,,85.08
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ReceiveLoc.smt2,,85.03
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Transaction.smt2,,85.07
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Unalloc.smt2,,85.84
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ValidAllocation.smt2,,85.74
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WFCompleteIndirectionTable.smt2,,84.7
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WFIndirectionTable.smt2,,84.7
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackIndirectionTableReq.smt2,,85.08
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackIndirectionTableResp.smt2,,85.08
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackNodeReq.smt2,,84.8
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackNodeResp.smt2,,85.14
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.AllocStepPreservesInv.smt2,,84.94
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.CleanUpStepPreservesInv.smt2,,84.94
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.DirtyStepPreservesInv.smt2,,84.94
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.EvictStepPreservesInv.smt2,,84.85
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.FreezeStepPreservesInv.smt2,,84.95
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.GetPenultimateState.smt2,,85.09
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.InitImpliesInv.smt2,,84.98
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.JoinTransactions.smt2,,85.16
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.MakeTransaction1.smt2,,85.86
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.MakeTransaction2.smt2,,85.41
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.MakeTransaction3.smt2,,84.92
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.NextPreservesInv.smt2,,85.57
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.NextStepPreservesInv.smt2,,86.55
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.OpPreservesInv.smt2,,84.54
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.OpTransactionStepPreservesInv.smt2,,84.28
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.PageInIndirectionTableReqStepPreservesInv.smt2,,84.95
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.PageInIndirectionTableRespStepPreservesInv.smt2,,84.94
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.PageInNodeReqStepPreservesInv.smt2,,84.84
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.PageInNodeRespStepPreservesInv.smt2,,84.94
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.ReceiveLocStepPreservesInv.smt2,,84.96
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.SplitTransaction.smt2,,85.0
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.Transaction0Steps.smt2,,85.09
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.Transaction1Steps.smt2,,86.01
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.Transaction2Steps.smt2,,85.47
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.Transaction3Steps.smt2,,85.45
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.TransactionStepPreservesInv.smt2,,84.17
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.UnallocStepPreservesInv.smt2,,84.81
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.WriteBackIndirectionTableReqStepPreservesInv.smt2,,84.94
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.WriteBackIndirectionTableRespStepPreservesInv.smt2,,84.95
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.WriteBackNodeReqStepPreservesInv.smt2,,84.81
d_fvbkv/BlockCacheSystem-BlockCache.i.dfy.Impl__BlockCache.__default.WriteBackNodeRespStepPreservesInv.smt2,,84.95
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.AckReadIndirectionTable.smt2,,85.09
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.AckReadNode.smt2,,85.09
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.AckWriteIndirectionTable.smt2,,84.74
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.AckWriteNode.smt2,,84.74
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.Crash.smt2,,85.36
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.DiskMapUpdate.smt2,,85.17
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.Next.smt2,,84.58
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.RecvReadIndirectionTable.smt2,,85.0
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.RecvReadNode.smt2,,85.0
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.RecvWriteIndirectionTable.smt2,,85.27
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.RecvWriteNode.smt2,,85.21
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.UntouchedLoc.smt2,,85.33
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockDisk.__default.havocMap.smt2,,84.8
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockSystemModel.__default.Crash.smt2,,84.58
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockSystemModel.__default.Machine.smt2,,84.91
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockSystemModel.__default.Next.smt2,,84.61
d_fvbkv/BlockCacheSystem-BlockDisk.i.dfy.CheckWellformed__BlockSystemModel.__default.NextStep.smt2,,85.07
d_fvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.CheckWellformed__BlockJournalCache.__default.Init.smt2,,84.46
d_fvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.CheckWellformed__BlockJournalCache.__default.Inv.smt2,,85.22
d_fvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.CheckWellformed__BlockJournalCache.__default.Next.smt2,,85.22
d_fvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.CheckWellformed__BlockJournalCache.__default.NextStep.smt2,,85.35
d_fvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.Impl__BlockJournalCache.__default.InitImpliesInv.smt2,,84.82
d_fvbkv/BlockCacheSystem-BlockJournalCache.i.dfy.Impl__BlockJournalCache.__default.NextPreservesInv.smt2,,85.75
d_fvbkv/BlockCacheSystem-BlockJournalDisk.i.dfy.CheckWellformed__BlockJournalDisk.__default.Next.smt2,,85.8
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.AllocStepUpdatesGraph.smt2,,86.33
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CleanCacheEntriesAreCorrect.smt2,,84.68
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightBlockRead.smt2,,84.89
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightBlockReads.smt2,,86.35
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightIndirectionTableReads.smt2,,85.21
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightIndirectionTableWrites.smt2,,84.8
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightNodeWrite.smt2,,85.64
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.CorrectInflightNodeWrites.smt2,,84.63
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.Crash.smt2,,85.24
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DirtyStepUpdatesGraph.smt2,,86.33
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskCacheGraph.smt2,,85.23
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskCacheLookup.smt2,,85.19
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskChangesPreservesPersistentAndFrozen.smt2,,84.66
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskGraph.smt2,,85.31
d_fvbkv/BlockCacheSystem-BlockSystem.i.dfy.CheckWellformed__BlockSystem.__default.DiskGraphMap.smt2,,84.79
