benchmark,config,avg_sim
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.CheckWellformed__Betree__Refines__Map.__default.RefinesInit.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.CheckWellformed__Betree__Refines__Map.__default.RefinesNext.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.CheckWellformed__Betree__Refines__Map.__default.RefinesNextStep.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.CheckWellformed__Betree__Refines__Map.__default.SuccQueryStepRefinesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.BetreeStepRefinesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.FlushStepRefinesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.GCStepRefinesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.GrowStepRefinesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.InsertMessageStepRefinesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.LookupImpliesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.PreservesLookupsImplInterpsEqual.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.PreservesLookupsPutImplInterpsPut.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.PreservesLookupsRev.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.PreservesLookupsRevExcept.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.QueryStepRefinesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.RedirectRefinesMap.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.RefinesInit.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.RefinesNext.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.RefinesNextStep.smt2,,0.05
d_lvbkv/Betree-Betree_Refines_Map.i.dfy.Impl__Betree__Refines__Map.__default.SuccQueryStepRefinesMap.smt2,,0.05
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.Alloc.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.CanGCRefs.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.ClosedUnderPredecessor.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.GC.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.GetPenultimateState.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.Init.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.Inv.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.IsStatePath.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.LiveDataAvailable.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.LiveReferences.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.LookupIsValid.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.Next.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.NextStep.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.OpStep.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.Predecessors.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.ReachableReference.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.Read.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.ReadStep.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.RefGraphIsClosed.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.RootHasNoPredecessor.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.Transaction.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.CheckWellformed__BlockInterface.__default.Write.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.AllocPreservesInv.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.GCPreservesInv.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.GetPenultimateState.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.InitImpliesInv.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.JoinTransactions.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.MakeTransaction1.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.MakeTransaction2.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.MakeTransaction3.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.NextPreservesInv.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.NextStepPreservesInv.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.OpStepPreservesInv.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.SplitTransaction.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.Transaction0Steps.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.Transaction1Steps.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.Transaction2Steps.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.Transaction3Steps.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.TransactionPreservesInv.smt2,,0.11
d_lvbkv/Betree-BlockInterface.i.dfy.Impl__BlockInterface.__default.WritePreservesInv.smt2,,0.11
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.EditIsLocal.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.FirstInGraph.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.IsAcyclic.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.IsClosed.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.IsCycle.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.IsPath.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.IsPathFromTo.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.IsSimple.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.NewNodesAreCycleFree.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.NewPath.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.NewlyReachableReferences.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.ReachableReferences.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.Root.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.UnallocPreservesAcyclic.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__Graph.__default.UndoLocalEdit.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.CheckWellformed__ReferenceType.__default.Root.smt2,,0.24
d_lvbkv/Betree-Graph.i.dfy.Impl__Graph.__default.AcyclicGraphImpliesSimplePath.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.Impl__Graph.__default.LocalEditPreservesAcyclic.smt2,,0.14
d_lvbkv/Betree-Graph.i.dfy.Impl__Graph.__default.UnallocPreservesAcyclic.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.GetPenultimateState.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.IsStatePath.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.MakeTransaction1.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.MakeTransaction2.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.MakeTransaction3.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.OpTransaction.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.Reads.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.Transaction1Steps.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.Transaction2Steps.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.CheckWellformed__Transactable.__default.Transaction3Steps.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.GetPenultimateState.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.JoinTransactions.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.MakeTransaction1.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.MakeTransaction2.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.MakeTransaction3.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.SplitTransaction.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.Transaction0Steps.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.Transaction1Steps.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.Transaction2Steps.smt2,,0.14
d_lvbkv/Betree-Transactable.i.dfy.Impl__Transactable.__default.Transaction3Steps.smt2,,0.14
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.BetreeMove.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.BlockCacheMove.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.Init.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.Inv.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.Next.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.CheckWellformed__BetreeCache.__default.NextStep.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.BetreeMoveStepPreservesInv.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.BlockCacheMoveStepPreservesInv.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.InitImpliesInv.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.NextPreservesInv.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeCache.i.dfy.Impl__BetreeCache.__default.NextStepPreservesInv.smt2,,0.21
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.I.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.Init.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.InitWithLoc.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.Inv.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.Next.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.CheckWellformed__BetreeJournalSystem.__default.OkaySendPersistentLocStep.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.Impl__BetreeJournalSystem.__default.InitImpliesInv.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.Impl__BetreeJournalSystem.__default.NextPreservesInv.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem.i.dfy.Impl__BetreeJournalSystem.__default.OkaySendPersistentLocStep.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__CompositeView.__default.I.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__CompositeView.__default.RefinesInit.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__CompositeView.__default.RefinesNext.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.Impl__BetreeJournalSystem__Refines__CompositeView.__default.RefinesInit.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_CompositeView.i.dfy.Impl__BetreeJournalSystem__Refines__CompositeView.__default.RefinesNext.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.I.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.RefinesInit.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.CheckWellformed__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.RefinesNext.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.Impl__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.RefinesInit.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeJournalSystem_Refines_ThreeStateVersionedMap.i.dfy.Impl__BetreeJournalSystem__Refines__ThreeStateVersionedMap.__default.RefinesNext.smt2,,0.13
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.BetreeDisk.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.BlockCacheMoveStepPreservesInv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Crash.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.EphemeralBetree.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.FrozenBetree.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Init.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.InitImpliesInv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Inv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Machine.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.Next.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.CheckWellformed__BetreeSystem.__default.NextStep.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.BetreeMoveStepPreservesInv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.BlockCacheMoveStepPreservesInv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.CrashStepPreservesInv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.InitImpliesInv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.NextPreservesInv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem.i.dfy.Impl__BetreeSystem.__default.NextStepPreservesInv.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewMap.__default.I.smt2,,0.16
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewMap.__default.RefinesInit.smt2,,0.16
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewMap.__default.RefinesNext.smt2,,0.16
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.Impl__BetreeSystem__Refines__StatesViewMap.__default.RefinesInit.smt2,,0.16
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewMap.i.dfy.Impl__BetreeSystem__Refines__StatesViewMap.__default.RefinesNext.smt2,,0.16
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.BetreeMoveStepRefines.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.BlockCacheMoveStepRefines.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.CrashStepRefines.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.I.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.NextStepRefines.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesInit.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.CheckWellformed__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesNext.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.BetreeMoveStepRefines.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.BlockCacheMoveStepRefines.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.CrashStepRefines.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.NextStepRefines.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesInit.smt2,,0.17
d_lvbkv/BlockCacheSystem-BetreeSystem_Refines_StatesViewPivotBetree.i.dfy.Impl__BetreeSystem__Refines__StatesViewPivotBetree.__default.RefinesNext.smt2,,0.17
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.Variables.WriteAllocConditions.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.Variables.totalCacheSize.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.AllLocationsForDifferentRefsDontOverlap.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.AllOutstandingBlockWritesDontOverlap.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Alloc.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.BlockPointsToValidReferences.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.CacheConsistentWithSuccessors.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.CleanUp.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Dirty.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.EphemeralTableEntriesInCacheOrNotBeingWritten.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Evict.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Freeze.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.GetPenultimateState.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.GraphClosed.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Inv.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.InvReady.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.IsAllocated.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.IsStatePath.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.LocationsForDifferentRefsDontOverlap.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Next.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NextStep.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NoOp.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.NoPredecessors.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OpStep.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingBlockReadsDoesNotHaveRef.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingBlockWritesDontOverlap.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingReadRefsUnique.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OutstandingWriteValidNodeLocation.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.OverlappingWritesEqForIndirectionTable.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInIndirectionTableReq.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInIndirectionTableResp.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInNodeReq.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.PageInNodeResp.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ReadStep.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ReceiveLoc.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Transaction.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.Unalloc.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.ValidAllocation.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WFCompleteIndirectionTable.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WFIndirectionTable.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackIndirectionTableReq.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackIndirectionTableResp.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackNodeReq.smt2,,0.26
d_lvbkv/BlockCacheSystem-BlockCache.i.dfy.CheckWellformed__BlockCache.__default.WriteBackNodeResp.smt2,,0.26
