benchmark,config,norm_time,total_time,sha256sum,result,status
1438.4.smt2,wpass-9999,0.001,2.7,32703935c10a4bb910ce9985a8d32045051d4a9fbd30ee78037ba461d92234a4,unsat,ok
1439.0.smt2,wpass-1010,0.0,0.38,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-1111,0.0,0.42,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-2222,0.0,0.36,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-3333,0.0,0.31,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-4444,0.0,0.42,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-5555,0.0,0.37,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-6666,0.0,0.4,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-7777,0.0,0.4,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-8888,0.0,0.43,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.0.smt2,wpass-9999,0.0,0.32,8369bc00ffb271de37b3e0324f1f447e8b77a12d15f92c3f28eb90bdae32a2de,unsat,ok
1439.1.smt2,wpass-1010,0.0,0.24,51d9e10c1f0410e768cf8c0ee3c214417b2914e928a2b6c9f409d2a645181ec3,unsat,ok
1439.1.smt2,wpass-1111,0.0,0.28,51d9e10c1f0410e768cf8c0ee3c214417b2914e928a2b6c9f409d2a645181ec3,unsat,ok
1439.1.smt2,wpass-2222,0.0,0.33,51d9e10c1f0410e768cf8c0ee3c214417b2914e928a2b6c9f409d2a645181ec3,unsat,ok
1439.1.smt2,wpass-3333,0.0,0.32,51d9e10c1f0410e768cf8c0ee3c214417b2914e928a2b6c9f409d2a645181ec3,unsat,ok
1439.1.smt2,wpass-4444,0.0,0.33,51d9e10c1f0410e768cf8c0ee3c214417b2914e928a2b6c9f409d2a645181ec3,unsat,ok
1439.1.smt2,wpass-5555,0.0,0.32,51d9e10c1f0410e768cf8c0ee3c214417b2914e928a2b6c9f409d2a645181ec3,unsat,ok
